Time,Campaign ID,Age group,Channel Name,Spending,Number of Views,Number of Leads
Nov-17,Nov2017_1,25-34,TikTok ads,0.96,465,631
Nov-17,Nov2017_1,25-34,Newspaper ads,0.51,280,473
Nov-17,Nov2017_1,25-34,TV ads,0.64,379,729
Nov-17,Nov2017_1,25-34,Google banner ads,0.77,185,98
Nov-17,Nov2017_1,25-34,Instagram Ads,0.83,552,868
Nov-17,Nov2017_1,25-34,Radio ads,0.58,205,394
Nov-17,Nov2017_1,25-34,Facebook ads,0.89,570,177
Nov-17,Nov2017_1,45-54,Sponsored search ads,0.55,336,532
Nov-17,Nov2017_1,45-54,Influencer,0.65,219,295
Nov-17,Nov2017_1,45-54,TikTok ads,0.75,515,710
Nov-17,Nov2017_1,45-54,Newspaper ads,0.4,245,78
Nov-17,Nov2017_1,45-54,TV ads,0.5,286,157
Nov-17,Nov2017_1,45-54,Google banner ads,0.6,160,177
Nov-17,Nov2017_1,45-54,Instagram Ads,0.65,379,434
Nov-17,Nov2017_1,45-54,Radio ads,0.45,301,414
Nov-17,Nov2017_1,45-54,Facebook ads,0.7,201,355
Nov-17,Nov2017_2,18-24,LinkedIn,0.86,500,177
Nov-17,Nov2017_2,18-24,Google banner ads,0.94,257,276
Nov-17,Nov2017_2,18-24,Instagram Ads,1.02,254,236
Nov-17,Nov2017_2,18-24,TV ads,0.79,472,828
Nov-17,Nov2017_2,18-24,Facebook ads,1.1,386,118
Nov-17,Nov2017_2,18-24,Newspaper ads,0.63,330,217
Nov-17,Nov2017_2,18-24,Sponsored search ads,0.86,210,78
Nov-17,Nov2017_2,18-24,Radio ads,0.71,473,808
Nov-17,Nov2017_2,18-24,TikTok ads,1.18,729,572
Nov-17,Nov2017_2,55-64,LinkedIn,0.58,325,611
Nov-17,Nov2017_2,55-64,Google banner ads,0.63,312,236
Nov-17,Nov2017_2,55-64,Instagram Ads,0.68,411,394
Nov-17,Nov2017_2,55-64,TV ads,0.52,262,295
Nov-17,Nov2017_2,55-64,Facebook ads,0.73,244,39
Nov-17,Nov2017_2,55-64,Newspaper ads,0.42,292,256
Nov-17,Nov2017_2,55-64,Sponsored search ads,0.58,210,315
Nov-17,Nov2017_2,55-64,Radio ads,0.47,239,414
Nov-17,Nov2017_2,55-64,TikTok ads,0.79,468,315
Nov-17,Nov2017_2,25-34,LinkedIn,0.81,410,434
Nov-17,Nov2017_2,25-34,Google banner ads,0.88,596,355
Nov-17,Nov2017_2,25-34,Instagram Ads,0.95,347,631
Nov-17,Nov2017_2,25-34,TV ads,0.73,327,315
Nov-17,Nov2017_2,25-34,Facebook ads,1.03,654,453
Nov-17,Nov2017_2,25-34,Newspaper ads,0.59,326,473
Nov-17,Nov2017_2,25-34,Sponsored search ads,0.81,353,276
Nov-17,Nov2017_2,25-34,Radio ads,0.66,383,236
Nov-17,Nov2017_2,25-34,TikTok ads,1.1,675,631
Nov-17,Nov2017_2,65 and above,LinkedIn,0.52,125,138
Nov-17,Nov2017_2,65 and above,Google banner ads,0.56,182,177
Nov-17,Nov2017_2,65 and above,Instagram Ads,0.61,373,197
Nov-17,Nov2017_2,65 and above,TV ads,0.47,155,157
Nov-17,Nov2017_2,65 and above,Facebook ads,0.66,300,295
Nov-17,Nov2017_2,65 and above,Newspaper ads,0.38,209,138
Nov-17,Nov2017_2,65 and above,Sponsored search ads,0.52,183,39
Nov-17,Nov2017_2,65 and above,Radio ads,0.43,174,78
Nov-17,Nov2017_2,65 and above,TikTok ads,0.71,359,177
Nov-17,Nov2017_3,35-44,Google banner ads,0.56,147,98
Nov-17,Nov2017_3,35-44,Radio ads,0.42,101,177
Nov-17,Nov2017_3,35-44,Facebook ads,0.65,366,295
Nov-17,Nov2017_3,35-44,TikTok ads,0.7,285,374
Nov-17,Nov2017_3,25-34,Google banner ads,0.6,165,59
Nov-17,Nov2017_3,25-34,Radio ads,0.45,283,138
Nov-17,Nov2017_3,25-34,Facebook ads,0.7,401,236
Nov-17,Nov2017_3,25-34,TikTok ads,0.75,206,355
Nov-17,Nov2017_4,25-34,LinkedIn,0,0,0
Nov-17,Nov2017_4,25-34,Email,0,0,0
Nov-17,Nov2017_4,25-34,Newspaper ads,0,0,0
Nov-17,Nov2017_4,25-34,Facebook ads,0,1,0
Nov-17,Nov2017_4,25-34,Instagram Ads,0,1,0
Nov-17,Nov2017_4,25-34,Google banner ads,0,1,0
Nov-17,Nov2017_4,25-34,Sponsored search ads,0,1,0
Nov-17,Nov2017_4,25-34,Radio ads,0,1,0
Nov-17,Nov2017_4,25-34,TV ads,0,1,0
Nov-17,Nov2017_4,45-54,LinkedIn,0,0,0
Nov-17,Nov2017_4,45-54,Email,0,0,0
Nov-17,Nov2017_4,45-54,Newspaper ads,0,0,0
Nov-17,Nov2017_4,45-54,Facebook ads,0,1,0
Nov-17,Nov2017_4,45-54,Instagram Ads,0,0,0
Nov-17,Nov2017_4,45-54,Google banner ads,0,1,0
Nov-17,Nov2017_4,45-54,Sponsored search ads,0,0,0
Nov-17,Nov2017_4,45-54,Radio ads,0,0,0
Nov-17,Nov2017_4,45-54,TV ads,0,0,0
Nov-17,Nov2017_4,18-24,LinkedIn,0,1,0
Nov-17,Nov2017_4,18-24,Email,0,0,0
Nov-17,Nov2017_4,18-24,Newspaper ads,0,0,0
Nov-17,Nov2017_4,18-24,Facebook ads,0,1,0
Nov-17,Nov2017_4,18-24,Instagram Ads,0,1,0
Nov-17,Nov2017_4,18-24,Google banner ads,0,1,0
Nov-17,Nov2017_4,18-24,Sponsored search ads,0,1,0
Nov-17,Nov2017_4,18-24,Radio ads,0,0,0
Nov-17,Nov2017_4,18-24,TV ads,0,0,0
Nov-17,Nov2017_4,35-44,LinkedIn,0,1,0
Nov-17,Nov2017_4,35-44,Email,0,0,0
Nov-17,Nov2017_4,35-44,Newspaper ads,0,0,0
Nov-17,Nov2017_4,35-44,Facebook ads,0,1,0
Nov-17,Nov2017_4,35-44,Instagram Ads,0,0,0
Nov-17,Nov2017_4,35-44,Google banner ads,0,1,0
Nov-17,Nov2017_4,35-44,Sponsored search ads,0,0,0
Nov-17,Nov2017_4,35-44,Radio ads,0,0,0
Nov-17,Nov2017_4,35-44,TV ads,0,1,0
Nov-17,Nov2017_4,55-64,LinkedIn,0,1,0
Nov-17,Nov2017_4,55-64,Email,0,0,0
Nov-17,Nov2017_4,55-64,Newspaper ads,0,0,0
Nov-17,Nov2017_4,55-64,Facebook ads,0,1,0
Nov-17,Nov2017_4,55-64,Instagram Ads,0,1,0
Nov-17,Nov2017_4,55-64,Google banner ads,0,0,0
Nov-17,Nov2017_4,55-64,Sponsored search ads,0,0,0
Nov-17,Nov2017_4,55-64,Radio ads,0,0,0
Nov-17,Nov2017_4,55-64,TV ads,0,0,0
Nov-17,Nov2017_4,65 and above,LinkedIn,0,0,0
Nov-17,Nov2017_4,65 and above,Email,0,0,0
Nov-17,Nov2017_4,65 and above,Newspaper ads,0,0,0
Nov-17,Nov2017_4,65 and above,Facebook ads,0,1,0
Nov-17,Nov2017_4,65 and above,Instagram Ads,0,1,0
Nov-17,Nov2017_4,65 and above,Google banner ads,0,0,0
Nov-17,Nov2017_4,65 and above,Sponsored search ads,0,0,0
Nov-17,Nov2017_4,65 and above,Radio ads,0,0,0
Nov-17,Nov2017_4,65 and above,TV ads,0,0,0
Nov-17,Nov2017_5,25-34,Influencer,0.4,231,118
Nov-17,Nov2017_5,25-34,TV ads,0.31,180,276
Nov-17,Nov2017_5,25-34,TikTok ads,0.46,306,453
Nov-17,Nov2017_5,25-34,Email,0.21,137,177
Nov-17,Nov2017_5,55-64,Influencer,0.29,149,197
Nov-17,Nov2017_5,55-64,TV ads,0.22,92,39
Nov-17,Nov2017_5,55-64,TikTok ads,0.33,140,157
Nov-17,Nov2017_5,55-64,Email,0.15,85,78
Nov-17,Nov2017_5,35-44,Influencer,0.37,143,78
Nov-17,Nov2017_5,35-44,TV ads,0.29,91,78
Nov-17,Nov2017_5,35-44,TikTok ads,0.43,241,394
Nov-17,Nov2017_5,35-44,Email,0.2,78,98
Nov-17,Nov2017_5,45-54,Influencer,0.32,143,256
Nov-17,Nov2017_5,45-54,TV ads,0.24,155,256
Nov-17,Nov2017_5,45-54,TikTok ads,0.36,182,157
Nov-17,Nov2017_5,45-54,Email,0.17,90,39
Nov-17,Nov2017_5,65 and above,Influencer,0.26,165,98
Nov-17,Nov2017_5,65 and above,TV ads,0.2,122,78
Nov-17,Nov2017_5,65 and above,TikTok ads,0.3,141,217
Nov-17,Nov2017_5,65 and above,Email,0.14,57,39
Nov-18,Nov2018_1,25-34,TikTok ads,0.06,25,13
Nov-18,Nov2018_1,25-34,Influencer,0.05,14,13
Nov-18,Nov2018_1,25-34,TV ads,0.04,13,0
Nov-18,Nov2018_1,25-34,Email,0.03,15,13
Nov-18,Nov2018_1,25-34,Newspaper ads,0.03,19,0
Nov-18,Nov2018_1,18-24,TikTok ads,0.06,21,0
Nov-18,Nov2018_1,18-24,Influencer,0.05,30,27
Nov-18,Nov2018_1,18-24,TV ads,0.04,25,0
Nov-18,Nov2018_1,18-24,Email,0.03,20,13
Nov-18,Nov2018_1,18-24,Newspaper ads,0.03,20,13
Nov-18,Nov2018_2,35-44,TV ads,0.5,286,41
Nov-18,Nov2018_2,35-44,Influencer,0.65,271,234
Nov-18,Nov2018_2,35-44,TikTok ads,0.75,245,55
Nov-18,Nov2018_2,35-44,Sponsored search ads,0.55,155,137
Nov-18,Nov2018_2,35-44,Instagram Ads,0.65,269,151
Nov-18,Nov2018_2,35-44,Google banner ads,0.6,169,165
Nov-18,Nov2018_2,35-44,Facebook ads,0.7,448,509
Nov-18,Nov2018_2,35-44,LinkedIn,0.55,320,344
Nov-18,Nov2018_2,65 and above,TV ads,0.35,188,137
Nov-18,Nov2018_2,65 and above,Influencer,0.45,172,27
Nov-18,Nov2018_2,65 and above,TikTok ads,0.52,207,192
Nov-18,Nov2018_2,65 and above,Sponsored search ads,0.38,274,124
Nov-18,Nov2018_2,65 and above,Instagram Ads,0.45,266,192
Nov-18,Nov2018_2,65 and above,Google banner ads,0.42,236,27
Nov-18,Nov2018_2,65 and above,Facebook ads,0.48,152,55
Nov-18,Nov2018_2,65 and above,LinkedIn,0.38,268,41
Nov-18,Nov2018_2,45-54,TV ads,0.42,228,289
Nov-18,Nov2018_2,45-54,Influencer,0.55,320,234
Nov-18,Nov2018_2,45-54,TikTok ads,0.64,284,248
Nov-18,Nov2018_2,45-54,Sponsored search ads,0.47,230,220
Nov-18,Nov2018_2,45-54,Instagram Ads,0.55,310,248
Nov-18,Nov2018_2,45-54,Google banner ads,0.51,374,427
Nov-18,Nov2018_2,45-54,Facebook ads,0.59,332,261
Nov-18,Nov2018_2,45-54,LinkedIn,0.47,288,316
Nov-18,Nov2018_3,35-44,TikTok ads,0.92,448,248
Nov-18,Nov2018_3,35-44,Instagram Ads,0.8,553,620
Nov-18,Nov2018_3,35-44,Sponsored search ads,0.68,360,234
Nov-18,Nov2018_3,35-44,Google banner ads,0.74,442,578
Nov-18,Nov2018_3,35-44,Influencer,0.8,243,303
Nov-18,Nov2018_3,35-44,Radio ads,0.55,222,27
Nov-18,Nov2018_3,35-44,LinkedIn,0.68,424,468
Nov-18,Nov2018_3,35-44,Email,0.43,175,192
Nov-18,Nov2018_3,35-44,TV ads,0.62,403,385
Nov-18,Nov2018_3,35-44,Facebook ads,0.86,234,220
Nov-18,Nov2018_3,25-34,TikTok ads,1,720,647
Nov-18,Nov2018_3,25-34,Instagram Ads,0.86,377,303
Nov-18,Nov2018_3,25-34,Sponsored search ads,0.73,550,385
Nov-18,Nov2018_3,25-34,Google banner ads,0.8,539,165
Nov-18,Nov2018_3,25-34,Influencer,0.86,242,137
Nov-18,Nov2018_3,25-34,Radio ads,0.6,192,96
Nov-18,Nov2018_3,25-34,LinkedIn,0.73,448,303
Nov-18,Nov2018_3,25-34,Email,0.47,192,234
Nov-18,Nov2018_3,25-34,TV ads,0.66,170,192
Nov-18,Nov2018_3,25-34,Facebook ads,0.93,526,96
Nov-18,Nov2018_3,65 and above,TikTok ads,0.64,172,55
Nov-18,Nov2018_3,65 and above,Instagram Ads,0.55,413,96
Nov-18,Nov2018_3,65 and above,Sponsored search ads,0.47,293,179
Nov-18,Nov2018_3,65 and above,Google banner ads,0.51,190,151
Nov-18,Nov2018_3,65 and above,Influencer,0.55,243,124
Nov-18,Nov2018_3,65 and above,Radio ads,0.38,143,96
Nov-18,Nov2018_3,65 and above,LinkedIn,0.47,158,179
Nov-18,Nov2018_3,65 and above,Email,0.3,164,27
Nov-18,Nov2018_3,65 and above,TV ads,0.43,206,179
Nov-18,Nov2018_3,65 and above,Facebook ads,0.6,410,55
Nov-18,Nov2018_3,18-24,TikTok ads,1.07,515,509
Nov-18,Nov2018_3,18-24,Instagram Ads,0.92,324,124
Nov-18,Nov2018_3,18-24,Sponsored search ads,0.78,390,468
Nov-18,Nov2018_3,18-24,Google banner ads,0.85,387,275
Nov-18,Nov2018_3,18-24,Influencer,0.92,530,275
Nov-18,Nov2018_3,18-24,Radio ads,0.64,441,578
Nov-18,Nov2018_3,18-24,LinkedIn,0.78,454,413
Nov-18,Nov2018_3,18-24,Email,0.5,294,110
Nov-18,Nov2018_3,18-24,TV ads,0.71,442,248
Nov-18,Nov2018_3,18-24,Facebook ads,1,750,799
Nov-18,Nov2018_3,45-54,TikTok ads,0.78,428,537
Nov-18,Nov2018_3,45-54,Instagram Ads,0.68,503,578
Nov-18,Nov2018_3,45-54,Sponsored search ads,0.57,364,68
Nov-18,Nov2018_3,45-54,Google banner ads,0.63,381,206
Nov-18,Nov2018_3,45-54,Influencer,0.68,489,427
Nov-18,Nov2018_3,45-54,Radio ads,0.47,206,110
Nov-18,Nov2018_3,45-54,LinkedIn,0.57,305,220
Nov-18,Nov2018_3,45-54,Email,0.36,164,55
Nov-18,Nov2018_3,45-54,TV ads,0.52,341,220
Nov-18,Nov2018_3,45-54,Facebook ads,0.73,220,41
Nov-18,Nov2018_3,55-64,TikTok ads,0.71,265,206
Nov-18,Nov2018_3,55-64,Instagram Ads,0.62,201,68
Nov-18,Nov2018_3,55-64,Sponsored search ads,0.52,263,96
Nov-18,Nov2018_3,55-64,Google banner ads,0.57,390,330
Nov-18,Nov2018_3,55-64,Influencer,0.62,182,55
Nov-18,Nov2018_3,55-64,Radio ads,0.43,149,124
Nov-18,Nov2018_3,55-64,LinkedIn,0.52,159,27
Nov-18,Nov2018_3,55-64,Email,0.33,205,137
Nov-18,Nov2018_3,55-64,TV ads,0.47,322,358
Nov-18,Nov2018_3,55-64,Facebook ads,0.66,259,96
Nov-18,Nov2018_4,55-64,Influencer,0.46,162,137
Nov-18,Nov2018_4,55-64,Facebook ads,0.5,238,151
Nov-18,Nov2018_4,55-64,Google banner ads,0.43,129,68
Nov-18,Nov2018_4,55-64,Radio ads,0.32,166,27
Nov-18,Nov2018_4,35-44,Influencer,0.6,172,124
Nov-18,Nov2018_4,35-44,Facebook ads,0.65,348,151
Nov-18,Nov2018_4,35-44,Google banner ads,0.56,232,248
Nov-18,Nov2018_4,35-44,Radio ads,0.42,288,151
Nov-19,Nov2019_1,25-34,TV ads,0.02,18,73
Nov-19,Nov2019_1,25-34,Email,0.02,8,0
Nov-19,Nov2019_1,25-34,Facebook ads,0.03,28,146
Nov-19,Nov2019_1,25-34,Radio ads,0.02,13,73
Nov-19,Nov2019_1,25-34,LinkedIn,0.03,24,73
Nov-19,Nov2019_1,25-34,Google banner ads,0.03,10,0
Nov-19,Nov2019_1,25-34,Newspaper ads,0.02,15,0
Nov-19,Nov2019_1,25-34,Sponsored search ads,0.03,10,0
Nov-19,Nov2019_1,25-34,Instagram Ads,0.03,10,0
Nov-19,Nov2019_1,25-34,TikTok ads,0.04,15,73
Nov-19,Nov2019_1,25-34,Influencer,0.03,15,73
Nov-19,Nov2019_1,35-44,TV ads,0.02,15,0
Nov-19,Nov2019_1,35-44,Email,0.02,13,0
Nov-19,Nov2019_1,35-44,Facebook ads,0.03,22,146
Nov-19,Nov2019_1,35-44,Radio ads,0.02,13,73
Nov-19,Nov2019_1,35-44,LinkedIn,0.02,13,0
Nov-19,Nov2019_1,35-44,Google banner ads,0.03,10,0
Nov-19,Nov2019_1,35-44,Newspaper ads,0.02,8,0
Nov-19,Nov2019_1,35-44,Sponsored search ads,0.02,23,0
Nov-19,Nov2019_1,35-44,Instagram Ads,0.03,14,0
Nov-19,Nov2019_1,35-44,TikTok ads,0.03,32,146
Nov-19,Nov2019_1,35-44,Influencer,0.03,11,0
Nov-19,Nov2019_1,45-54,TV ads,0.02,11,73
Nov-19,Nov2019_1,45-54,Email,0.01,9,0
Nov-19,Nov2019_1,45-54,Facebook ads,0.03,18,73
Nov-19,Nov2019_1,45-54,Radio ads,0.02,13,0
Nov-19,Nov2019_1,45-54,LinkedIn,0.02,8,0
Nov-19,Nov2019_1,45-54,Google banner ads,0.02,14,0
Nov-19,Nov2019_1,45-54,Newspaper ads,0.02,7,0
Nov-19,Nov2019_1,45-54,Sponsored search ads,0.02,7,0
Nov-19,Nov2019_1,45-54,Instagram Ads,0.02,22,73
Nov-19,Nov2019_1,45-54,TikTok ads,0.03,10,0
Nov-19,Nov2019_1,45-54,Influencer,0.02,24,146
Nov-19,Nov2019_1,18-24,TV ads,0.03,25,146
Nov-19,Nov2019_1,18-24,Email,0.02,6,0
Nov-19,Nov2019_1,18-24,Facebook ads,0.04,31,73
Nov-19,Nov2019_1,18-24,Radio ads,0.02,14,0
Nov-19,Nov2019_1,18-24,LinkedIn,0.03,10,0
Nov-19,Nov2019_1,18-24,Google banner ads,0.03,10,0
Nov-19,Nov2019_1,18-24,Newspaper ads,0.02,15,0
Nov-19,Nov2019_1,18-24,Sponsored search ads,0.03,24,146
Nov-19,Nov2019_1,18-24,Instagram Ads,0.03,14,0
Nov-19,Nov2019_1,18-24,TikTok ads,0.04,20,73
Nov-19,Nov2019_1,18-24,Influencer,0.03,22,73
Nov-19,Nov2019_2,18-24,Sponsored search ads,1.12,1057,5864
Nov-19,Nov2019_2,18-24,Influencer,1.32,713,806
Nov-19,Nov2019_2,18-24,Instagram Ads,1.32,1274,9236
Nov-19,Nov2019_2,18-24,Google banner ads,1.22,963,2639
Nov-19,Nov2019_2,45-54,Sponsored search ads,0.82,740,5131
Nov-19,Nov2019_2,45-54,Influencer,0.97,645,1759
Nov-19,Nov2019_2,45-54,Instagram Ads,0.97,581,659
Nov-19,Nov2019_2,45-54,Google banner ads,0.9,630,1979
Nov-19,Nov2019_2,55-64,Sponsored search ads,0.75,682,1686
Nov-19,Nov2019_2,55-64,Influencer,0.88,296,1612
Nov-19,Nov2019_2,55-64,Instagram Ads,0.88,295,1246
Nov-19,Nov2019_2,55-64,Google banner ads,0.82,366,1686
Nov-19,Nov2019_2,65 and above,Sponsored search ads,0.67,309,1246
Nov-19,Nov2019_2,65 and above,Influencer,0.8,438,806
Nov-19,Nov2019_2,65 and above,Instagram Ads,0.8,580,733
Nov-19,Nov2019_2,65 and above,Google banner ads,0.73,697,4031
Nov-19,Nov2019_2,25-34,Sponsored search ads,1.05,977,953
Nov-19,Nov2019_2,25-34,Influencer,1.24,409,1246
Nov-19,Nov2019_2,25-34,Instagram Ads,1.24,911,2125
Nov-19,Nov2019_2,25-34,Google banner ads,1.14,790,3665
Nov-19,Nov2019_3,45-54,Sponsored search ads,0.56,483,2785
Nov-19,Nov2019_3,45-54,Facebook ads,0.72,483,1612
Nov-19,Nov2019_3,45-54,Newspaper ads,0.41,396,1319
Nov-19,Nov2019_3,45-54,Radio ads,0.46,384,1319
Nov-19,Nov2019_3,45-54,LinkedIn,0.56,301,1466
Nov-19,Nov2019_3,45-54,Instagram Ads,0.67,574,4105
Nov-19,Nov2019_3,45-54,Google banner ads,0.62,263,1686
Nov-19,Nov2019_3,45-54,TikTok ads,0.77,519,733
Nov-19,Nov2019_3,35-44,Sponsored search ads,0.67,568,1612
Nov-19,Nov2019_3,35-44,Facebook ads,0.85,764,1319
Nov-19,Nov2019_3,35-44,Newspaper ads,0.48,386,1026
Nov-19,Nov2019_3,35-44,Radio ads,0.54,272,219
Nov-19,Nov2019_3,35-44,LinkedIn,0.67,431,1392
Nov-19,Nov2019_3,35-44,Instagram Ads,0.79,291,586
Nov-19,Nov2019_3,35-44,Google banner ads,0.73,473,2859
Nov-19,Nov2019_3,35-44,TikTok ads,0.91,856,3518
Nov-19,Nov2019_3,18-24,Sponsored search ads,0.77,457,3152
Nov-19,Nov2019_3,18-24,Facebook ads,0.98,943,1832
Nov-19,Nov2019_3,18-24,Newspaper ads,0.56,380,2272
Nov-19,Nov2019_3,18-24,Radio ads,0.63,548,2859
Nov-19,Nov2019_3,18-24,LinkedIn,0.77,492,1612
Nov-19,Nov2019_3,18-24,Instagram Ads,0.91,782,1686
Nov-19,Nov2019_3,18-24,Google banner ads,0.84,513,2272
Nov-19,Nov2019_3,18-24,TikTok ads,1.05,920,2932
Nov-19,Nov2019_3,25-34,Sponsored search ads,0.72,496,1246
Nov-19,Nov2019_3,25-34,Facebook ads,0.91,804,4691
Nov-19,Nov2019_3,25-34,Newspaper ads,0.52,454,439
Nov-19,Nov2019_3,25-34,Radio ads,0.59,382,586
Nov-19,Nov2019_3,25-34,LinkedIn,0.72,555,1539
Nov-19,Nov2019_3,25-34,Instagram Ads,0.85,712,806
Nov-19,Nov2019_3,25-34,Google banner ads,0.78,522,806
Nov-19,Nov2019_3,25-34,TikTok ads,0.98,682,3225
Nov-19,Nov2019_3,65 and above,Sponsored search ads,0.46,292,733
Nov-19,Nov2019_3,65 and above,Facebook ads,0.59,206,1026
Nov-19,Nov2019_3,65 and above,Newspaper ads,0.33,303,1686
Nov-19,Nov2019_3,65 and above,Radio ads,0.38,346,2345
Nov-19,Nov2019_3,65 and above,LinkedIn,0.46,288,1466
Nov-19,Nov2019_3,65 and above,Instagram Ads,0.54,322,2125
Nov-19,Nov2019_3,65 and above,Google banner ads,0.5,352,1979
Nov-19,Nov2019_3,65 and above,TikTok ads,0.63,213,953
Nov-19,Nov2019_3,55-64,Sponsored search ads,0.51,419,953
Nov-19,Nov2019_3,55-64,Facebook ads,0.65,221,1246
Nov-19,Nov2019_3,55-64,Newspaper ads,0.37,205,659
Nov-19,Nov2019_3,55-64,Radio ads,0.42,293,366
Nov-19,Nov2019_3,55-64,LinkedIn,0.51,203,1392
Nov-19,Nov2019_3,55-64,Instagram Ads,0.6,335,806
Nov-19,Nov2019_3,55-64,Google banner ads,0.56,201,366
Nov-19,Nov2019_3,55-64,TikTok ads,0.7,428,1246
Nov-20,Nov2020_1,35-44,TV ads,0.16,110,563
Nov-20,Nov2020_1,35-44,Instagram Ads,0.21,159,225
Nov-20,Nov2020_1,35-44,TikTok ads,0.24,121,338
Nov-20,Nov2020_1,35-44,LinkedIn,0.18,73,338
Nov-20,Nov2020_1,35-44,Sponsored search ads,0.18,70,112
Nov-20,Nov2020_1,35-44,Email,0.11,72,56
Nov-20,Nov2020_1,35-44,Facebook ads,0.23,152,788
Nov-20,Nov2020_1,35-44,Influencer,0.21,149,676
Nov-20,Nov2020_1,35-44,Newspaper ads,0.13,72,169
Nov-20,Nov2020_1,35-44,Google banner ads,0.2,96,338
Nov-20,Nov2020_1,55-64,TV ads,0.13,75,169
Nov-20,Nov2020_1,55-64,Instagram Ads,0.16,58,225
Nov-20,Nov2020_1,55-64,TikTok ads,0.19,136,169
Nov-20,Nov2020_1,55-64,LinkedIn,0.14,102,507
Nov-20,Nov2020_1,55-64,Sponsored search ads,0.14,55,112
Nov-20,Nov2020_1,55-64,Email,0.09,71,169
Nov-20,Nov2020_1,55-64,Facebook ads,0.18,136,225
Nov-20,Nov2020_1,55-64,Influencer,0.16,54,0
Nov-20,Nov2020_1,55-64,Newspaper ads,0.1,87,112
Nov-20,Nov2020_1,55-64,Google banner ads,0.15,121,225
Nov-20,Nov2020_1,25-34,TV ads,0.18,56,56
Nov-20,Nov2020_1,25-34,Instagram Ads,0.23,135,112
Nov-20,Nov2020_1,25-34,TikTok ads,0.26,221,1126
Nov-20,Nov2020_1,25-34,LinkedIn,0.19,74,281
Nov-20,Nov2020_1,25-34,Sponsored search ads,0.19,109,563
Nov-20,Nov2020_1,25-34,Email,0.12,40,112
Nov-20,Nov2020_1,25-34,Facebook ads,0.25,114,450
Nov-20,Nov2020_1,25-34,Influencer,0.23,82,281
Nov-20,Nov2020_1,25-34,Newspaper ads,0.14,120,338
Nov-20,Nov2020_1,25-34,Google banner ads,0.21,119,338
Nov-20,Nov2020_2,35-44,TV ads,0.04,34,56
Nov-20,Nov2020_2,35-44,TikTok ads,0.06,23,0
Nov-20,Nov2020_2,35-44,Newspaper ads,0.03,19,0
Nov-20,Nov2020_2,35-44,Instagram Ads,0.05,40,169
Nov-20,Nov2020_2,35-44,Facebook ads,0.06,41,169
Nov-20,Nov2020_2,35-44,Sponsored search ads,0.05,28,56
Nov-20,Nov2020_2,35-44,LinkedIn,0.05,27,0
Nov-20,Nov2020_2,35-44,Google banner ads,0.05,29,56
Nov-20,Nov2020_2,35-44,Email,0.03,21,0
Nov-20,Nov2020_2,35-44,Influencer,0.05,18,56
Nov-20,Nov2020_2,35-44,Radio ads,0.04,28,112
Nov-20,Nov2020_2,25-34,TV ads,0.04,15,56
Nov-20,Nov2020_2,25-34,TikTok ads,0.07,43,0
Nov-20,Nov2020_2,25-34,Newspaper ads,0.04,25,0
Nov-20,Nov2020_2,25-34,Instagram Ads,0.06,44,169
Nov-20,Nov2020_2,25-34,Facebook ads,0.06,43,0
Nov-20,Nov2020_2,25-34,Sponsored search ads,0.05,41,169
Nov-20,Nov2020_2,25-34,LinkedIn,0.05,40,56
Nov-20,Nov2020_2,25-34,Google banner ads,0.05,31,0
Nov-20,Nov2020_2,25-34,Email,0.03,10,0
Nov-20,Nov2020_2,25-34,Influencer,0.06,36,56
Nov-20,Nov2020_2,25-34,Radio ads,0.04,25,56
Nov-20,Nov2020_2,55-64,TV ads,0.03,26,112
Nov-20,Nov2020_2,55-64,TikTok ads,0.05,34,112
Nov-20,Nov2020_2,55-64,Newspaper ads,0.03,7,0
Nov-20,Nov2020_2,55-64,Instagram Ads,0.04,23,56
Nov-20,Nov2020_2,55-64,Facebook ads,0.04,34,56
Nov-20,Nov2020_2,55-64,Sponsored search ads,0.04,29,112
Nov-20,Nov2020_2,55-64,LinkedIn,0.04,12,0
Nov-20,Nov2020_2,55-64,Google banner ads,0.04,33,56
Nov-20,Nov2020_2,55-64,Email,0.02,11,0
Nov-20,Nov2020_2,55-64,Influencer,0.04,24,56
Nov-20,Nov2020_2,55-64,Radio ads,0.03,9,0
Nov-20,Nov2020_3,55-64,Facebook ads,0.64,496,1183
Nov-20,Nov2020_3,55-64,Sponsored search ads,0.51,371,1802
Nov-20,Nov2020_3,55-64,TV ads,0.46,271,1352
Nov-20,Nov2020_3,18-24,Facebook ads,0.97,405,2028
Nov-20,Nov2020_3,18-24,Sponsored search ads,0.76,586,2816
Nov-20,Nov2020_3,18-24,TV ads,0.69,206,788
Nov-20,Nov2020_3,45-54,Facebook ads,0.71,377,1352
Nov-20,Nov2020_3,45-54,Sponsored search ads,0.56,192,338
Nov-20,Nov2020_3,45-54,TV ads,0.51,254,1014
Nov-20,Nov2020_3,35-44,Facebook ads,0.84,521,281
Nov-20,Nov2020_3,35-44,Sponsored search ads,0.66,324,1690
Nov-20,Nov2020_3,35-44,TV ads,0.6,240,394
Nov-20,Nov2020_3,25-34,Facebook ads,0.9,430,788
Nov-20,Nov2020_3,25-34,Sponsored search ads,0.71,260,507
Nov-20,Nov2020_3,25-34,TV ads,0.64,396,1577
Nov-20,Nov2020_3,65 and above,Facebook ads,0.58,392,507
